scientificName
Acer
Nordenskioldia
Alangium
Bosworthia
Dalyia
Dictyophycus
Glenoglia
Helminthoidichnites
Lanceoforma
Margaretia
Marpolia
Mastopora
Morania
Proterotainia
Sphaerocodium
Verticillopora
Wahpia
Waputikia
Yuknessia
Hymenaea
Hyprophilus
Dracontomelon
Pistacia
Annospermum
Epipremnum
Bursericarpum
Sambucus
Dunstania
Langtonia
Mastixia
Portnallia
Actinocyclus
Brunia
Cladogramma
Coscinodiscus
Cosmiodiscus
Denticula
Hemidiscus
Mediaria
Nitzschia
Rhaphoneis
Rhizosolenia
Rouxia
Thalassiosira
Equisetum
Alnus
Quercus
Auritifolia
Faboidea
Icacinicarya
Iodes
Paleophytocrene
Phytocrene
Engelhardtia
Juglandicarya
Juglans
Beilschmiedia
Lauracarpum
Magnolia
Michelia
Calyocarpum
Chandlera
Cissampelos
Cocculus
Davisicarpum
Diploclisia
Eohypserpa
Odontocaryoidea
Palaeosinomenium
Tinomiscium
Tinospora
Nyssa
Palaeonyssa
Palmospermum
Pinus
Sycamore
Citrispermum
Meliosma
Sabia
Sapindospermum
Schizandra
Dictyocha
Distephanus
Mesocena
Styrax
Cephalotaxus
Taxus
Celtis
Ampelopsis
Parthenocissus
Tetrastigma
Vitis
Abies
Abietites
Abutilon
Acacia
Acaciaephyllum
Acaciaphyllites
Acalypha
Acanthotriletes
Acerites
Achaenites
Achras
Acicularia
Aclistochara
Acorus
Acrangiophyllum
Acrodiclidium
Acroporella
Acrostichites
Acrostichopteris
Acrostichum
Acrovena
Actinoporella
Actinopteris
Acylomurus
Adenocalymma
Adiantites
Adiantum
Aequitriradites
Aeschynomene
Aesculus
Aethesolithon
Agathoxylon
Agave
Aglaia
Aglaophyton
Ahrensisporites
Aiecennia
Ailanthus
Albertaporella
Albizzia
Alchornea
Alcicornopteris
Alethopteris
Aleurites
Algites
Alisma
Alismaphyllites
Alismaphyllum
Alisporites
Allamanda
Allantodiopsis
Alloiopteris
Allophylus
Alnites
Alocasia
Alsinites
Altingia
Amblyrhyncha
Amelanchier
Amelopsis
Amentotaxus
Amesoneuron
Amicia
Ammodochium
Amomalophyllites
Amorpha
Ampelocissites
Ampelodaphne
Ampelophyllum
Amphiroa
Amphitoa
Amygdalus
Anacardiaceae
Anacardites
Anacardium
Anamirta
Anapiculatisporites
Anatrisporites
Andromeda
Androvettia
Aneimites
Anemia
Angiopteridium
Aniba
Anisophyllum
Ankyropteris
Annularia
Anomalofilicites
Anomalophyllites
Anomozamites
Anona
Ansiophyllum
Antholithes
Anthrophyopsis
Antiopteridium
Aoujgalia
Apeibopsis
Aphlebia
Apiculatisporis
Apiculatisporites
Apocynophyllum
Apocynospermum
Appendicisporites
Aquilapollenites
Arabicodium
Arabideaea
Arachnoxylon
Aralia
Araliaephyllum
Araliopsis
Araliopsoides
Araucaria
Araucariorhiza
Araucarioxylon
Araucarites
Arberia
Arbutus
Arcellites
Archaeocalamites
Archaeocycas
Archaeolithophyllum
Archaeolithothamnium
Archaeomnium
Archaeopitys
Archaeopteridium
Archaeopteris
Archaeotrichion
Archeocalamites
Arctostaphylos
Ariadnaesporites
Arisaema
Aristolochia
Aristolochiaephyllum
Aristolochites
Arnoldella
Arthraria
Arthrodendron
Arthrophycus
Arthrotaxis
Artiopollis
Artisia
Artocarpidium
Artocarpoides
Artocarpus
Artophycus
Arundinaria
Arundo
Asarum
Asimina
Asphaltinoides
Aspidiophyllum
Aspidium
Aspleniopteris
Asplenium
Aster
Asterocarpinus
Asterocarpus
Asteromphalus
Asterophycus
Asterophyllites
Asteropollis
Asterotheca
Asteroxylon
Astrocaryum
Astronium
Athrotaxis
Athrotaxopsis
Atopochara
Attalea
Aulacotheca
Auriculidites
Auroraspora
Australocaulis
Averrhoites
Avicennia
Azara
Azolla
Azonia
Azpeitia
Bactrites
Baiera
Baieropsis
Balmeisporites
Bambusinum
Banara
Banisteria
Banksia
Banksites
Baragwanathia
Barinophyton
Barrandeina
Barringtonia
Basidiosporites
Bauhinia
Beckspringia
Beltania
Benzoin
Berberis
Berchemia
Beresella
Berestovia
Berrya
Betula
Betulites
Biantholithus
Bidens
Bignonia
Bignonicapsula
Bignonites
Bignonoides
Biscalitheca
Blechnum
Bolbitis
Bombacites
Bombax
Bornia
Bothrodendron
Boueina
Bowmanites
Braarudosphaera
Brachyphyllum
Brasenia
Brittsia
Brongniartites
Brosimum
Bruckmannia
Brunswickia
Bucheria
Bucida
Buettneria
Bullasphaera
Bumelia
Buriadia
Bursera
Burserites
Buthograptus
Buthotrephis
Buttneria
Cabomba
Caenomyces
Caesalpinia
Caesalpinites
Caladiosoma
Calamites
Calamodendron
Calamopitys
Calamospora
Calamostachys
Calamuspollenites
Calatoloides
Calcisphaera
Calkinsia
Calliandra
Callicoma
Calliergon
Callipteridium
Callipteris
Callistemophyllum
Callithamnopsis
Callitris
Callixylon
Calmamospora
Calmiamites
Calocarpum
Calophyllum
Calycites
Calycophysoides
Calyptranthes
Camasia
Cambomba
Camerozonosporites
Camesia
Cananga
Canariophyllum
Canavalia
Cancellophycus
Canipa
Canna
Cantheliophorus
Canthospora
Capparidocarpus
Capparis
Capparites
Capsulocarpus
Carapa
Cardiocarpon
Cardiocarpus
Cardiopteris
Cardiospermum
Carex
Carpinites
Carpinus
Carpites
Carpolithes
Carpolithus
Carya
Casearia
Cassia
Castalia
Castaliites
Castanea
Castanopsis
Casuarina
Catalpa
Cathaysiopteris
Caudispora
Caulerpites
Caulinites
Caulopteris
Cayeuxia
Ceanothus
Cebatha
Cedrela
Cedrelospermum
Cedrites
Cedrus
Celastrinites
Celastrocarpus
Celastrophyllum
Celastrus
Cephalanthus
Cephalotaxopsis
Ceratolithoides
Ceratophyllum
Ceratozamia
Cercidiphyllum
Cercis
Cercocarpus
Ceuthospora
Chaetochloa
Chaetocladus
Chaetomorpha
Chaetoptelea
Chamaebatia
Chamaebatiaria
Chamaecyparis
Chamaedorea
Chara
Charaxis
Charliea
Charnia
Cheilanthes
Cheirolepis
Chenopodium
Chionanthus
Chiphragmalithus
Chlamidostachys
Chlidanophyton
Chlorellopsis
