scientificName
Acanthodes bridgei Zidek
Acanthodes pristis Clarke
Acanthodes pusillus Agassiz
Acanthodes sp
Acanthodes wardi Egerton
Cheiracanthus latus Miles
"Cheiracanthus murchisoni Agassiz, 1835"
Cheiracanthus sp
Cheiracanthus trailli Agassiz
Homalacanthus affinis (Whiteaves)
Homalacanthus concinnus (Whiteaves)
Homalacanthus occidentalis St.John
Homalacanthus sp
Pseudacanthodes pinatus (Fritsch)
Traquairichthys sp
"Acanthostega gunnari Jarvik, 1952"
Acanthurus sp
Protautoga sp
Tautoga sp
Accipiter striatus velox (Wilson)
Buteo jamaicensis (Gmelin)
Buteo lineatus (Gmelin)
Buteo platypterus (Vieillot)
"Buteo solitarius Peale, 1848"
Buteo sp
"Circus dossenus Olson & James, 1991"
Circus eylesi Scarlett
Geranoaetus sp
Haliaeetus leucocephalus (Linnaeus)
Haliaeetus sp
Palaeoborus howardae Wetmore
Palaeoplancus sternbergi Wetmore
Proictinia gilmorei Shufeldt
Pseudastur macrocephalus Mayr
Spizaetus schultzi Martin
Titanohierax sp
"Parahyus vagus Marsh, 1876"
"Acipenser oxyrhynchus Mitchill, 1814"
Acipenser sp
Acrocephalus vaughani taiti Ogilvie-Grant
Acrodelphis sp
Arcrodelphis sp
Champsodelphis acutidens Kellogg
Champsodelphis sp
Hesperocetus californicus True
Acrolepis sp
Boreosomus arcticus (Woodward)
Boreosomus gillioti Priem
Boreosomus piveteau Nielsen
Boreosomus sp
Actinodon fossardi Gaudry
Actinodon frossardi Gaudry
Adapis parisiensis Cuvier
Hipposyus formosus Leidy
Hipposyus robustior Leidy
Tomitherium angulatum (Cope)
Tomitherium frugivorum (Cope)
Tomitherium jarrovii (Cope)
Tomitherium sp
Tomitherium tutum Cope
Aeduella blainvillei Agassiz
Westollia lebachensis
Aepyornis maximus Geoffroy
Aepyornis sp
Mullerornis sp
Aetiocetus cotylalveus Emlong
Aetiocetus polydentatus
Aetiocetus sp
Aetiocetus tomitai
Aetiocetus weltoni
Ashorocetus eguchii
Ashorocetus sp
Chonecetus goedertorum
Chonecetus sookensis
Chonecetus sp
Morawanocetus sp
Morawanocetus yabukii
Willungacetus aldingensis
Willungacetus sp
"Tinosaurus lepidus Marsh, 1872"
"Tinosaurus stenodon Marsh, 1872"
"Helicoprion bessonowi Karpinsky, 1899"
"Helicoprion davisii Woodward, 1886"
Helicoprion ferrieri (Hay)
Helicoprion sp
Toxoprion sp
Agorophius pygmaeus (Muller)
Agorophius sp
Agriochoerus antiquus Leidy
Agriochoerus borealis Lander
Agriochoerus maximus Douglass
Agriochoerus sp
Diplobunops matthewi Peterson
Diplobunops sp
Mesagriochoerus primus Peterson
Protoreodon minimus
Protoreodon minor Scott
Protoreodon paradoxicus
Protoreodon parvus Scott & Osborn
"Protoreodon pearcei Gazin, 1956"
Protoreodon petersoni Gazin
Protoreodon primus (Peterson)
Protoreodon pumilis (Marsh)
Protoreodon pumilus (Marsh)
Protoreodon sp
Protoreodon tardus Peterson
"Euchambersia mirabilis Broom, 1931"
"Proalopecopsis haughtoni Brink & Kitching, 1951"
Albanerpeton sp
Albireo sp
Albireo whistleri
"Albula eppsi White & Frost, 1931"
"Albula oweni (Owen, 1840)"
Albula sp
"Albula vulpes Linnaeus, 1758"
Albula vulpes (Linnaeus)
Chicolepis punctatus Cockerell
Coriops amnicolus Estes
Coriops sp
Paralbula dorisae Blake
Paralbula dorisiae Blake
"Paralbula marylandica Blake, 1940"
Paralbula sp
Petalolepis fibrillatus Cockerell
Pterothrissus bartonensis Schubert
Pterothrissus sp
Alca antiqua (Marsh)
"Alca ausonia (Portis, 1888)"
"Alca grandis (Marsh, 1870)"
"Alca minor Smith & Clarke, 2011"
"Alca olsoni Smith & Clarke, 2011"
Alca sp
"Alca stewarti Martin et al., 2001"
"Alca torda Linnaeus, 1758"
Cyclorrhynchus sp
Fratercula sp
"Miocepphus blowi Wijnker & Olson, 2009"
"Miocepphus bohaskai Wijnker & Olson, 2009"
"Miocepphus mcclungi Wetmore, 1940"
"Miocepphus mergulellus Wijnker & Olson, 2009"
Miocepphus sp
Pinguinus alfrednewtoni Olson
Pinguinus impennis Linnaeus
Pinguinus sp
"Pseudocepphus teres Wijnker & Olson, 2009"
Alle alle (Linnaeus)
Alle sp
Hydrocynus sp
"Alligator mississippiensis Daudin, 1801"
Alligator sp
"Allognathosuchus heterodon Cope, 1873"
Allognathosuchus sp
"Brachychampsa montana Gilmore, 1911"
Brachychampsa sp
"Deinosuchus hatcheri Holland, 1909"
"Deinosuchus rugosus (Emmons, 1858)"
Deinosuchus sp
Procaimanoidea sp
"Procaimanoidea utahensis Gilmore, 1946"
"Purussaurus neivensis (Mook, 1941)"
Purussaurus sp
"Stangerochampsa mccabei Wu et al., 1996"
Stangerochampsa sp
Allodelphis pratti
Allodelphis sp
"Arktocara yakataga Boersma & Pyenson, 2016"
"Goedertius oregonensis Kimura & Barnes, 2016"
Goedertius sp
"Zarhinocetus errabundus (Kellogg, 1931)"
"Ctenacodon laticeps Marsh, 1881"
Ctenacodon serratus Marsh
Ctenacodon sp
"Psalodon marshi Simpson, 1929"
Psalodon potens (Marsh)
Psalodon sp
"Campestrallomys annectens Korth, 1989"
"Haplomys arboraptus Shevyreva, 1966"
Spurimus sp
"Allosaurus fragilis Marsh, 1877"
"Allosaurus jimmadseni Chure, 1996"
"Allosaurus medius Marsh, 1888"
Allosaurus sp
"Antrodemus valens Leidy, 1870"
Alopecias grandis Leriche
Alopias benedenii (Lehon)
Alopias sp
"Alopias superciliosus (Lowe, 1840)"
"Alopias vulpinus (Bonnaterre, 1788)"
Leptostyrax bicuspidatus Williston
Leptostyrax sp
Amblypterus berthieri
Amblypterus blainvillei Agassiz
Amblypterus latus Agassiz
Amblypterus macropterus Agassiz
Amblypterus sp
Ambulocetus natans Thewissen et al.
Ambulocetus sp
Gandakasia potens
Gandakasia sp
Ambystoma jeffersonianum Jefferson
Ambystoma (Ambystoma) jeffersonianum (Green)
Ambystoma kansensis Unknown
Ambystoma maculatum (Shaw)
Ambystoma (Ambystoma) maculatum Shaw
Ambystoma (Ambystoma) opacum (Gravenhorst)
Ambystoma opacum (Gravenhorst)
Ambystoma (Ambystoma) sp
Ambystoma tigrinum (Green)
Amia dictyocephala Cope
Amia fragosa (Jordan)
Amia media Leidy
Amia scutata Cope
Amia sp
Amiopsis dartoni Eastman
"Amiopsis lepidota (Agassiz, 1833)"
Ennelis audax Jordan & Branner
"Melvius thomasii Bryant, 1987"
Pappichthys corsoni Cope
Pappichthys laevis Cope
Pappichthys medius Cope
Pappichthys plicatus Cope
Pappichthys sclerops Cope
Pappichthys sp
Pappichthys symphysis Cope
Paramiatus gurleyi Dunkle
Platacodon nanus Marsh
Stylomyleodon lacus Russell
Urocles elongatus Dunkle
Amphibamus lyelli
Amphibamus sp
Amphibamus thoracatus Moodie
"Gerobatrachus hottoni Anderson et al., 2008"
Micropholis sp
Tersomius texensis Cope
"Kolponomos newportensis Tedford et al., 1994"
Amphicynodon leptorhynchus (Filhol)
Amphicyon frendens Matthew
"Amphicyon intermedius White, 1940"
Amphicyon sp
Amphicyon vetus (Leidy)
Cynelos sp
Cynodictis gregarius (Cope)
Cynodictis sp
Daphoenictis sp
Daphoenictis tedfordi
Daphoenid
Daphoenocyon dodgei (Scott)
Daphoenocyon sp
Daphoenus hartshornianus (Cope)
Daphoenus minimus Hough
Daphoenus sp
Daphoenus spgmaeum Emry
Daphoenus vetus Leidy
Ischyrocyon hatcheri Gidley
Ischyrocyon hyaenodus Matthew
Proamphicyon nebrascensis Unknown
Proamphicyon nebraskensis Hatcher
Protemnocyon inflatus Hatcher
Protemnocyon sp
Temnocyon altigenis Cope
Temnocyon percussor Cook
Temnocyon sp
Colpocherus sp
"Macrocranion junnei Smith et al., 2002"
Macrocranion nitens
Macrocranion simpsoni
"Macrocranion sp Smith et al., 2002"
Aploconodon comoensis Simpson
Phascolodon gidleyi Simpson
Amphisbaena sp
Amphitherium oweni Osborn
Amphitherium prevostii (Von Meyer)
Amynodon sp
Metamynodon planifrons Scott & Osborn
Metamynodon sp
"Toxotherium hunteri Wood, 1961"
Toxotherium woodi
"Microcorax crassus Cappetta & Case, 1975"
Aix sponsa (Linnaeus)
Anabernicula minuscula (Wetmore)
Anas acuta Linnaeus
Anas (Mareca) americana (Gmelin)
Anas (Mareca) americana Gmelin
Anas bahamensis Linnaeus
Anas branchardi Milne-Edwards
Anas carolinensis Gmelin
Anas discors Linnaeus
Anas fulvigula Ridgway
Anas pachyscelus Wetmore
Anas platyrhynchos Linnaeus
Anas platyrhynchos domesticus Linnaeus
Anas rubripes Brewster
Anas sp
Anas sp a
Anas sp b
Anas sp c
Anas strepera Linnaeus
"Anas wyvilliana Sclater, 1878"
Anser arizonae Bickart
Anser condoni Shufeldt
"Archaeocycnus lacustris DeVis, 1905"
Aythya affinis (Eyton)
Aythya collaris (Donovan)
Aythya marila (Linnaeus)
Branta bernicla (Linnaeus)
Branta canadensis (Linnaeus)
Branta canadensis hutchinsi (Richardson)
"Branta hylobadistes Olson & James, 1991"
Branta hypsibata (Cope)
Branta minuscula Wetmore
"Branta sandvicensis (Vigors, 1833)"
Branta sp
Branta woolfendeni Bickart
Bucephala albeola (Linnaeus)
Bucephala clangula (Linnaeus)
Charitonetta albeola (Linnaeus)
"Chelychelynechen quassus Olson & James, 1991"
Chelychelynechen sp
Chen hyperboreus (Pallas)
Chen pressa Wetmore
Chen sp
Chenopis nanus Devis
Clangula hyemalis (Linnaeus)
Cnemiornis calcitrans Owen
Cygnopterus sp
Cygnus buccinator Richardson
Cygnus columbianus (Ord)
Cygnus mariae Bickart
"Cygnus paloregonus Cope, 1878"
Cygnus sp
Dendrocygna arborea (Linnaeus)
Dendrocygna eversa Wetmore
Erismatura jamaicensis (Gmelin)
"Geochen rhuax Wetmore, 1943"
Heterochen pratensis Short
Histrionicus histrionicus (Linnaeus)
Histrionicus sannionis Olson
Histrionicus sp
Lophodytes cucullatus (Linnaeus)
Melanitta deglandi (Bonaparte)
Melanitta nigra (Linnaeus)
Mergus merganser Linnaeus
Mergus miscellus Alvarez & Olson
Mergus serrator Linnaeus
Nettion bunkeri Wetmore
Nettion carolinense (Gmelin)
Nyroca affinis (Eyton)
Oxyura jamaicensis (Gmelin)
Presbychen abavus Wetmore
"Ptaiochen pau Olson & James, 1991"
Querquedula floridana Shufeldt
Querquedula sp
"Talpanas lippa Olson & James, 2009"
"Thambetochen chauliodous Olson & Wetmore, 1976"
Thambetochen sp
"Thambetochen xanion Olson & James, 1991"
"Arpadosaurus gazinorum Meszoely, 1970"
Celestus sp
"Diploglossus pleii Dumeril & Bibron, 1839"
"Eoglyptosaurus donohoei (White, 1952)"
Gaultia sp
Gerrhonotus sp
"Glyptosaurus anceps Marsh, 1871"
"Glyptosaurus brevidens Marsh, 1871"
"Glyptosaurus donohoei White, 1952"
"Glyptosaurus giganteus Gilmore, 1928"
"Glyptosaurus hillsi Gilmore, 1928"
"Glyptosaurus montanus Gilmore, 1928"
"Glyptosaurus nodosus Marsh, 1871"
"Glyptosaurus ocellatus Marsh, 1871"
"Glyptosaurus princeps Marsh, 1872"
"Glyptosaurus rhodinos Smith, 2011"
"Glyptosaurus rugosus Marsh, 1872"
Glyptosaurus sp
"Glyptosaurus sphenodon Marsh, 1872"
"Glyptosaurus sylvestris Marsh, 1871"
Helodermoides sp
"Helodermoides tuberculatus Douglass, 1903"
"Melanosaurus maximus Gilmore, 1928"
Melanosaurus sp
"Odaxosaurus obliquus Gilmore, 1928"
"Odaxosaurus piger (Gilmore, 1928)"
"Oreosaurus gracilis Marsh, 1872"
"Oreosaurus lentus Marsh, 1872"
"Oreosaurus microdus Marsh, 1872"
"Oreosaurus minutus Marsh, 1872"
"Oreosaurus vagans Marsh, 1872"
"Paraglyptosaurus hillsi (Gilmore, 1928)"
"Paraglyptosaurus princeps (Marsh, 1872)"
"Parophisaurus mccloskeyi Weems, 1999"
"Peltosaurus granulosus Cope, 1873"
"Peltosaurus jepseni Gilmore, 1942"
"Peltosaurus piger Gilmore, 1928"
Peltosaurus sp
"Proxestops jepseni Gauthier, 1982"
"Proxestops piercei (Gilmore, 1938)"
"Proxestops silberlingii (Gilmore, 1938)"
Proxestops sp
"Xestops lentus (Marsh, 1872)"
"Xestops microdus (Marsh, 1872)"
"Xestops minutus Marsh, 1872"
"Xestops piercei Gilmore, 1938"
Xestops sp
"Xestops vagans Marsh, 1873"
Anguilla leptoptera
Anhinga anhinga (Linnaeus)
Anhinga pannonica (Lambrecht)
"Coniophis precedens Marsh, 1892"
Coniophis sp
"Siemensichthys macrocephalus (Agassiz, 1834)"
Ankylosaurus sp
"Anodontosaurus lambei Sternberg, 1929"
"Dyoplosaurus acutosquameus Parks, 1924"
Euoplocephalus sp
"Euoplocephalus tutus Lambe, 1902"
"Glyptodontopelta mimus Ford, 2000"
"Kunbarrasaurus ieversi Leahy, 2015"
Minmi sp
Nodocephalosaurus kirtlandensis
"Oohkotokia horneri Penkalski, 2014"
"Scolosaurus cutleri Nopsca, 1928"
"Tatankacephalus cooneyorum Parsons & Parsons, 2009"
Anoplotherium commune
Anoplotherium sp
"Anteosaurus magnificus Watson, 1921"
"Anthracobune pinfoldi Pilgrim, 1940"
"Eobaphetes kansensis (Moodie, 1911)"
Aepinacodon americanus (Leidy)
Ancodon sp
Anconodon gidleyi (Simpson)
Anthracothere sp
Elomeryx armatus (Marsh)
Merycopotamus anisae Black
Antilocapra americana
Antilocapra (Subantilocapra) garciae Webb
Antilocapra sp
"Capromeryx gidleyi Frick, 1937"
Capromeryx sp
Capromeryx studeri
Ceratomeryx prenticei Gazin
Ceratomeryx sp
Cosoryx furcatus Leidy
Cosoryx ramosus Cope
Cosoryx teres Cope
Cranioceras furcatus (Leidy)
Cranioceras granti Frick
Cranioceras teres (Cope)
Dicrocerus furcatus Leidy
Dicrocerus gemmifer Cope
Dicrocerus necatus Leidy
Dicrocerus tehuanus Cope
Dicrocerus trilateralis Cope
Hexameryx simpsoni White
Merycodon sp
Merycodus furcatus (Leidy)
Merycodus necatus Leidy
Merycodus sabulonis Frick
Merycodus sp
Palaeomeryx mascallensis Gidley
Palaeomeryx sp
Palaeomeryx teres (Cope)
Procranioceras skinneri Frick
Ramoceros osborni Voorhies
Stockoceros onusrosagris (Roosevelt & Burden)
Tetrameryx onusrosagris
Yumaceras (Pediomeryx) sp
"Apatemys bellulus Marsh, 1872"
"Apatemys bellus Marsh, 1872"
"Apatemys chardini Jepsen, 1930"
"Apatemys hurzeleri Gazin, 1962"
Apatemys rodens Troxell
Apatemys sp
Apatemys whitakeri (Simpson)
Labidolemur kayi Simpson
Teilhardella chardini
Teilhardella sp
"Apheliscus chydaeus Gingerich, 1994"
Apheliscus insidiosus (Cope)
Apheliscus sp
"Apheliscus wapitiensis Van Valen, 1967"
"Haplomylus scottianus Gingerich, 1994"
"Haplomylus simpsoni Rose, 1981"
Haplomylus sp
Haplomylus speirianus (Cope)
"Haplomylus zalmouti Gingerich & Smith, 2006"
Amphiplaga brachyptera Cope
Asineops pauciradiatus Cope
Asineops sp
Asineops squamifrons Cope
Asineops viridens (Cope)
Erismatopterus endlichi Cope
Erismatopterus levatus
Erismatopterus rickseckeri Cope
Erismatopterus sp
Trichophanes foliarum Cope
Trichophanes hians Cope
Allomys sp
Altasciurus leonardi
Cedromus sp
Cedromus wilsoni Korth & Emry
"Dakotallomys whitei Korth, 2012"
"Promeniscomys sinensis Wang, 1987"
"Prosciurus albiclivus Korth, 1994"
Prosciurus ballovianus (Cope)
Prosciurus hogansoni
Prosciurus jeffersoni (Douglass)
"Prosciurus ordosicus Wang, 1987"
Prosciurus relictus (Cope)
Prosciurus saskatchewanensis (Lambe)
Prosciurus sp
Prosciurus vestustus Matthew
Prosciurus vetustus Matthew
Pseudaplodon occidentale McDonald
Selenomys mimicus Stehlin & Schaub
Tachornis uranoceles Olson
Apogon bellovacinus (Priem)
Apogon boulei (Priem)
Apogon eocenicus (Shepherd)
"Oligoryctes altitalonidus Clark, 1937"
"Oligoryctes cameronensis Hough, 1956"
Oligoryctes sp
"Araeoscelis gracilis (Williston, 1910)"
Araeoscelis sp
Aramus guarauna (Linnaeus)
Aramus pictus (Meyer)
Prosotherium garzoni Ameghino
Archaeopteryx lithographica Meyer
Archaeopteryx siemensii Dames
"Anacodon nexus Gazin, 1956"
Anacodon sp
Anacodon tildeni
"Anacodon ursidens Cope, 1882"
"Baioconodon denverensis Gazin, 1941"
"Chriacus badgleyi Gingerich, 1989"
Chriacus baldwini (Cope)
"Chriacus gallinae Matthew & Granger, 1915"
Chriacus pelvidens (Cope)
Chriacus pugnax Simpson
Chriacus pusillus Simpson
Chriacus sp
Chriacus truncatus Cope
"Claenodon acrogenius Gazin, 1956"
Claenodon corrugatus (Cope)
Claenodon ferox (Cope)
"Claenodon latidens Gidley, 1919"
"Claenodon montanensis (Gidley, 1919)"
Claenodon procyonoides (Matthew)
Claenodon silberlingi
Claenodon sp
Claenodon vecordensis Simpson
"Desmatoclaenus hermaeus Gazin, 1941"
"Desmatoclaenus paracreodus Gazin, 1941"
"Desmatoclaenus protogonioides Cope, 1882"
Desmatoclaenus sp
"Deuterogonodon montanus (Gidley in Simpson, 1935)"
