scientificName
Acrididae
Aeshnidae
"Oreodysagrion tenebris Bechly et al., 2020"
"Lemodicarmenia olmedoae Molino-Olmedo, 2017"
Aphalaridae
Aphididae
Apidae
Apsilocephala sp
Apsilocephalidae
"Burmapogon bruckschi Dikow & Grimaldi, 2014"
"Aenictobelostoma primitivum Polhemus, 2000"
"Plecia akerionana Fitzgerald, 1999"
Blaberid sp
Ectobius sp
Supella sp
Symploce sp
Bolitophilidae
Bombyliidae
Braconidae
Canthyloscelidae
"Carabites gardneri Cockerell, 1920"
Cecidomyiidae
Ceraphronidae
Chalcididae
Chaoboridae
Denaeaspis chleonopsis
Eosacantha delocranioides
Bruchinae
Chrysomelidae
Coenagrionidae (labandeira) sp
Cordulia sp
Corixidae
Culiseta sp
Pandeleteius sp
Diapriidae
Dixidae
"Gymnopternus lacustris Bickel, 1995"
"Petrolestes hendersoni Cockerell, 1927"
Latiblattella avita
Ectobiidae
"Cretopityobius pankowskiorum Otto, 2019"
Elateridae
"Rhamphomyia craterae Melander, 1949"
"Rhamphomyia enena Cockerell, 1921"
"Rhamphomyia fossa Melander, 1949"
"Rhamphomyia hypolitha Cockerell, 1917"
"Rhamphomyia inanimata Melander, 1949"
"Rhamphomyia infernalis Melander, 1949"
Rhamphomyia
Empididae
Paralienates sp
Labandeiraia americaborealis Petrulevicius et al.
"Labandeiraia browni Bechly et al., 2020"
Ephemera interemta
Eoerianthus eocaenicus
Family indet.
Archimyrmax rostrata
Archimyrmax rostratus Cockerell
Dolichoderus kohlsi
Eoformica globularis
Eoformica magna
Eoformica pinguis
Eoformica sp
"Formica lignitum Germar, 1837"
Kohlsimyrma longiceps
Kohlsomyrma gracilis
Kohlsomyrma laticeps
Mianeuretus eocenicus
Mianeuretus sp
Myrmecites rotundiceps
Pachycondyla labandeirai
Ponerites coloradensis
Ponerites eocenicus
Ponerites hypoponeroides
Proiridomyrmex vetulus
Solenopsites minutus
Formicidae
Fulgoridae
Eogryllus elongatus
Eogryllus sp
Eogryllus unicolor
Eotrella mira
Eozacla arachnomorpha
Eozacla problematica
Pronemobius sp
Pronemobius tertiarius
Pterotriamercaptor americanus
Tropisternus sp
Inocelliidae
Keroplatidae
Limoniidae
"Syndesus ambericus Woodruff, 2009"
Lygaeidae
Eomantis subtilis
Mastotermes sp
Megaspilidae
Eomogoplistes longipennis
Pteromogoplistes grandis
Pteromogoplistes smithii
Pteromogoplistes sp
Mordellidae
