scientificName
Oreodysagrion
Lemodicarmenia
Apsilocephala
Burmapogon
Aenictobelostoma
Plecia
Blaberid
Ectobius
Supella
Symploce
Carabites
Denaeaspis
Eosacantha
Coenagrionidae (labandeira)
Cordulia
Culiseta
Pandeleteius
Gymnopternus
Petrolestes
Latiblattella
Cretopityobius
Rhamphomyia
Paralienates
Labandeiraia
Ephemera
Eoerianthus
Archimyrmax
Dolichoderus
Eoformica
Formica
Kohlsimyrma
Kohlsomyrma
Mianeuretus
Myrmecites
Pachycondyla
Ponerites
Proiridomyrmex
Solenopsites
Eogryllus
Eotrella
Eozacla
Pronemobius
Pterotriamercaptor
Tropisternus
Syndesus
Eomantis
Mastotermes
Eomogoplistes
Pteromogoplistes
Apophisandra
Agulla
Psectrosciara
Trojskok
Mcluckiepteron
Athalia
Eriocampa
Nasutitermes
Eotetrix
Tettoraptor
Tipula
Acalles
Acalloblattina
Acanthiidae
Acanthoderes
Acanthomyites
Acmaeoblatta
Acnemia
Acoblatta
Acrestrichites
Acridium
Actinohymen
Actinomylacris
Aculeata
Adiphlebia
Adipocephalus
Aegialia
Aenigmatodes
Aethophlebia
Agabus
Aleocharopsis
Alomatia
Amagopsyche
Amagua
Amasis
Ambloblatta
Amblycorypha
Anaphothrips
Anatella
Anatis
Aneurhynchus
Anhydrophibus
Anisoptera
Anistoma
Anomoblatta
Anomomylacris
Anthaxia
Anthomyia
Anthonomus
Anthracoblattina
Anthracothremma
Aphaenogaster
Aphelomylacris
Aphodius
Aphrophara
Apion
Apocrita
Apolysis
Archaeolopus
Archalia
Archimastax
Archimylacris
Archoblattina
Arrhythmoblatta
Artipus
Asemoblatta
Asilidae
Asilopsis
Asilus
Atactoblatta
Atarba
Atheta
Atimoblatta
Aulacites
Auletes
Aulobaris
Axiologus
Baedasymyia
Balaninus
Baris
Bathytaptus
Belostomum
Bembidium
Bibio
Bibiodites
Bibiomidae
Blapstinus
Blatta
Blattina
Blattinopsis
Blattoidea
Boletina
Brachymylacris
Brachytarsites
Breyeria
Bruchus
Buprestid
Calandrites
Callidium
Callospilopteron
Caloneura
Calopsectraa
Calosoma
Campteroneura
Carabidae
Carabus
Caraphlebia
Cardiphorus
Carpelimus
Celliforma
Centrinus
Cercopis
Ceuthorhynchus
Ceutorhynchus
Chalepomylacris
Chaoborus
Cheliphlebia
Chilosia
Chilostigma
Chironomidae
Chironomus
Chresmoda
Chrysomelidae
Cicada
Cicadella
Cicadina
Cicindelopsis
Cicones
Cladius
Cleonus
Clytus
Cobaloblatta
Coelida
Colastus
Coleoptera
Coniatus
Conotrachelus
Cordylura
Corizus
Corticaria
Corydalites
Corymbites
Cossonus
Cotinis
Cratacanthus
Creniphilites
Cryptocephalus
Cryptocheilus
Cryptophagus
Cryptorhynchus
Culex
Culicoides
Curculionidae
Curculionites
Cybister
Cybocephalus
Cychramites
Cydnidae
Cylindrostoma
Cyphomylacris
Cyrtomenus
Cyttaromyia
Dascyllus
Dasyhelea
Dasyleptus
Delphax
Detyopsis
Diamesa
Dicranomya
Dicranomyia
Dieconura
Dilaropsis
Dinidorites
Dinoblatta
Dinoderus
Dinopanorpa
Dioctria
Diomonus
Dipeltis
Diplotaxis
Diptera
Dityopsis
Dolichomyia
Dolophicus
Donacia
Doryblatta
Drymadusa
Dysagrion
Dytiscidae
Ectopria
Elaeomyrmex
Elater
Elaterophanes
Elcana
Eliarus
Empis
Endoiasmus
Eobracon
Eobruneria
Eocalopteryx
Eophlebomyia
Eopimpla
Eopodagrion
Eoponera
Eospilopteron
Eothereva
Epallagites
Ephydra
Epicaerus
Eriocampoides
Erythroneura
Etoblattina
Eubleptus
Eucaenus
Eugnamptidea
Eurytaenia
Eurythmopteryx
Exochomylacris
Exomias
Fircasites
Folindusia
Formicidae
Fornax
Gastrallanobium
Genentomum
Genopteryx
Gerablattina
Gerapompus
Gerarus
Glaphyroptula
Glossina
Goniomylacris
Gonomyia
Graeophonus
Gyrophlebia
Hadotermes
Haglopsis
Hammapteryx
Handentomus
Hapaloptera
Haplophlebium
Harpalus
Hemimylacris
Heolus
Heriades
Hesperinus
Heteroptera
Hippelates
Holcoptera
Homalium
Hoplisus
Hordellidae
Horistonotus
Hybius
Hydnobius
Hydnocera
Hydrobius
Hydrophilus
Hydroptila
Hylastes
Hylobius
Hylotrupes
Hylurgops
Hymenoptera
Hypermegethes
Hypoderma
I
Ideliopsis
Idiomylacris
Indusia
Iridomyrmex
Isomira
Isophlebia
Itonida
Janus
Jupiteria
Labiduromma
Lasius
Lathrobium
Lavenshina
Lebia
Lema
Leptogaster
Leptothorax
Leptura
Lepyrus
Lestes
Libellula
Libellulepis
Limalophus
Limnephilus
Limonius
Liometopum
Lithocoryne
Lithocosmus
Lithomylacris
Lithophotina
Lithopsis
Locustopris
Loxoblatta
Lucanus
Ludiophanes
Luperodes
Lyctacoris
Lygaeidae
Lygobius
Madera
Malachius
Mammia
Megacercopsis
Megachile
Megalestes
Megalometer
Megathentomum
Melanderella
Melanoblattula
Melanophila
Melieria
Melolonthites
Meshemipteron
Mesojassoides
Mesopimpla
Messor
Metachorus
Metaxyblatta
Metopoblatta
Metropator
Metryia
Miamia
Microblattina
Milesia
Miogeraeus
Miogonates
Miolithocharis
Miomonalonion
Miophenalia
Miostenosis
Molanna
Monanthia
Monocrepidius
Mordella
Mordellistena
Mundopoides
Mycetophagus
Mycetophila
Mycomya
Mylacris
Narkema
Nebritus
Necrobia
Necromyza
Necropsylla
Necymylacris
Nematocera
Nematophlebia
Nemotelus
Neomylacris
Neoptocus
Noctuidae
Nomizomene
Notonectidae
Ochetopteron
Odontomyia
Oecophylla
Olethroblatta
Oligobruchus
Oligomerus
Olophrum
Ophryastes
Ophryastites
Oplonaeschna
Orthemis
Orthogonophora
Orthomylacris
Orthophlebia
Oryctoblattina
Otiorhynchites
Otiorhynchus
Oxycera
Oxynoblatta
Oxytelus
Pachyblatta
Pachylobius
Pachysomites
Pactopus
Paederus
Palaeocarria
Palaeodictyopteron
Palaeosmodicum
Palaeotherates
Palaiotaptus
Paleotaxnus
Paltorhynchus
Paltostomopsis
Pandeleteinus
Paolia
Paranomus
Parastylotermes
Paromylacris
Patrobus
Patrochus
Pelidnota
Pemphigus
Petalia
Petrablattina
Petraeomyrmex
Phanerogramma
Phenacolestes
Philagra
Philoponites
Philorites
Phloeotribus
Phoberoblatta
Phryganea
Phthanocoris
Phthinocoris
Phthinomylacris
Phygadenon
Phyllobius
Phylloblatta
Phyloblatta
Phyxelis
Pimpla
Pityophthoridea
Plagioblatta
Platydema
Platynus
Podabrus
Poliomyia
Polycreagra
Polyernus
Polyetes
Polyetoblatta
Polygraphus
Ponera
Poroblattina
Procas
Procymophyes
Progenentomum
Promylacris
Propolynoe
Protamphipteryx
Protazteca
Proteleates
Protepacmus
Protoberis
Protocuneus
Protoedalis
Protoliarus
Protolomatia
Protoncideres
Protophtheria
Protophthiria
Pseudobiella
Pseudogerarus
Pseudosires
Pseudosirex
Pseudotelephorus
Psilocephala
Psychoda
Psylla
Pteridomylacris
Ptilomylacris
Pygolampis
Pythoceropsis
Raphichioptera
Reichertella
Retinodiplosis
Rhagio
Rhapidiopsis
Rhynchites
Rhyssajuvenis
Rhyssomatus
